2017-02-02,2017-02-18,2017-03-06,2017-03-22,2017-04-07,2017-04-23,2017-05-09,2017-05-25,2017-06-10,2017-06-26,2017-07-12,2017-07-28,2017-08-13,2017-08-29,2017-09-14,2017-09-30,2017-10-16,2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,desvio,lat,long
0.6076,0.3152,0.3812,0.5891,-0.3,0.7493,0.5265,0.577,0.5415,0.5041,0.5199,0.5494,0.5296,0.5307,0.4272,0.4836,0.5375,0.4867,0.5152,0.4986,0.1811,0.2552,0.5632,0.2043067451810689,-43.42826544016489,-3.3202024824210934
0.6439,0.6428,0.6098,0.588,0.6324,-0.3,0.5166,0.4639,0.5756,0.5146,0.4624,0.4482,0.3873,0.3358,0.2922,0.346,0.3125,0.2781,0.2855,0.2323,0.1231,0.5172,0.2485,0.2137886055560788,-44.38857306406413,-3.236592485762517
0.3982,0.6978,-0.3,0.618,0.7027,0.565,0.515,0.5506,0.4834,0.4883,0.4823,0.4759,0.4891,0.4253,0.4042,0.4585,0.5147,0.4007,0.3948,0.3601,0.1911,0.1911,0.3548,0.2028592315525398,-42.797737715013064,-3.1465038183841965
0.1679,0.819,-0.3,0.6124,0.6627,0.4389,0.5316,0.5807,0.5185,0.524,0.4409,0.4358,0.4718,0.5103,0.4046,0.419,0.4298,0.397,0.4094,0.373,0.3796,0.6178,0.6509,0.21048141881882163,-43.62557671010464,-3.4387985377349906
0.5988,0.3811,-0.3,0.6874,0.3867,0.309,0.5526,0.5952,0.545,0.6079,0.5538,0.5617,0.4875,0.5108,0.5109,0.4337,0.502,0.4262,0.4763,0.4093,0.1827,0.1827,0.2517,0.2072144034855148,-43.2992823593579,-2.8658455561190976
0.4419,0.7453,0.6064,0.6096,-0.3,0.4682,0.5586,0.5885,0.6071,0.5712,0.5367,0.5914,0.4945,0.5405,0.5014,0.4618,0.5514,0.4598,0.4612,0.4017,0.5342,0.1548,0.5318,0.20214265870024356,-42.828628209894475,-3.014757694512796
0.6025,0.2186,0.5767,0.5899,-0.3,0.5855,0.5343,0.5868,0.5897,0.5465,0.6102,0.5535,0.4694,0.5101,0.3613,0.4347,0.5106,0.4499,0.492,0.3959,0.2494,0.2494,0.5058,0.2009441358468201,-43.299453954637535,-2.840886864569496
0.623,0.6725,0.1355,0.5554,0.1527,0.6913,0.6272,0.6288,0.602,0.5687,0.5291,0.5036,0.4125,0.3698,0.3385,0.1096,0.1508,0.1601,0.145,0.2154,0.6089,0.6089,0.4427,0.20706793103530327,-44.49405824307952,-3.416317426714896
0.3899,0.5196,-0.3,0.4821,-0.3,0.4737,0.4597,0.5202,0.4774,0.4408,0.4267,0.422,0.4482,0.4461,0.3831,0.3993,0.3519,0.3489,0.4171,0.2997,0.1926,0.1501,0.4214,0.22182368198487745,-43.668586339176244,-3.5745277636130286
0.2938,0.5679,0.6522,0.6109,-0.3,0.6076,0.5778,0.5445,0.4894,0.5441,0.4492,0.497,0.5106,0.4174,0.4391,0.3627,0.5574,0.4161,0.5044,0.5306,0.0646,0.4913,0.4197,0.2040067199350456,-43.535030961252176,-2.827645080136704
0.3486,-0.3,0.6065,0.6192,0.6112,-0.3,0.5856,0.6546,0.5399,0.5819,0.5469,0.4961,0.5343,0.5069,0.2747,0.3957,0.5142,0.3734,0.4278,0.3492,0.2106,0.3287,0.5233,0.25377509089525174,-43.493963783944025,-3.161856142600629
0.6219,0.5923,-0.3,0.6323,0.132,0.6928,0.5346,0.5598,0.266,0.5157,0.498,0.55,0.4619,0.5101,0.4436,0.4527,0.5379,0.4324,0.3989,0.5368,0.3663,0.4039,0.5636,0.20440519299885998,-44.30642634893297,-3.327726634121293
0.4092,0.6798,0.5958,0.6461,-0.3,0.6756,0.6409,0.6301,0.6243,0.5228,0.5244,0.5351,0.4717,0.4886,0.4318,0.4195,0.4246,0.3684,0.4351,0.3254,0.2513,0.2105,0.3626,0.21058869048755877,-43.561838555140355,-3.6253748905793763
-0.3,0.2625,0.0786,0.6021,0.6123,0.5449,0.5446,0.6116,0.5683,0.546,0.5212,0.5407,0.5121,0.5098,0.4537,0.4986,0.5451,0.5042,0.4888,0.3823,0.3213,0.3213,0.4458,0.20497064014184593,-43.1769441697588,-3.019197837850214
0.4261,0.2679,0.8768,0.3041,-0.3,0.5526,0.5319,0.5505,0.5179,0.5288,0.5246,0.538,0.5079,0.5243,0.4521,0.4282,0.4553,0.4918,0.4714,0.3866,0.3102,0.4202,0.5003,0.20106669473392477,-43.51193303796556,-3.592193214944729
-0.3,0.6318,0.2689,-0.3,0.6015,0.5616,0.5581,0.5926,0.5968,0.5457,0.5404,0.5659,0.5216,0.556,0.5417,0.4675,0.5611,0.5256,0.4715,0.3669,0.6295,0.3801,0.4886,0.25223238500920303,-43.089009874719636,-3.153048711482205
0.4466,-0.3,0.5899,0.6079,0.3584,0.5689,0.5365,0.5696,0.5754,0.5291,0.5185,0.5047,0.5523,0.5609,0.4505,0.4476,0.5637,0.4592,0.5138,0.3962,0.1236,0.7578,0.6183,0.20645554163532825,-43.60731176102443,-3.465904887352361
0.4622,0.7147,-0.3,0.6508,0.7352,0.5578,0.5798,0.5745,0.6069,0.5745,0.2713,0.439,0.539,0.5546,0.4996,0.4289,0.5681,0.4382,0.5428,0.4013,0.6445,0.6445,0.5375,0.20509501008570474,-43.19378927561237,-3.1114601523473056
0.6186,0.6508,0.2174,0.6665,0.5799,-0.3,0.5934,0.631,0.5709,0.5838,0.5788,0.5451,0.5194,0.4832,0.4868,0.4828,0.54,0.4839,0.4465,0.4582,0.1006,0.3661,0.5554,0.21396794281704837,-44.04398630882608,-3.300911720248964
0.6222,0.6347,0.4707,0.6343,-0.3,0.2383,0.5665,0.5736,0.5896,0.5755,0.5284,0.5816,0.5094,0.5307,0.4381,0.4647,0.4991,0.4412,0.407,0.4939,0.1099,0.3743,0.4658,0.20570413929938597,-44.131363192284525,-3.268969490815788
-0.3,0.5681,0.6021,0.6504,0.4766,0.4468,0.5643,0.6515,0.5156,0.6333,0.5497,0.5547,0.6078,0.6223,0.4693,0.442,0.5018,0.4376,0.5496,0.4524,0.199,0.2072,0.7084,0.21152003904357627,-43.50300514468285,-3.433187030680632
0.4834,0.9516,0.3805,0.577,-0.3,0.4691,0.4728,0.5173,0.5904,0.5009,0.4913,0.5153,0.4997,0.5101,0.5711,0.4874,0.504,0.4388,0.4892,0.4178,0.5764,0.5764,0.5014,0.20216648610184332,-43.08782616038332,-3.1362284088436185
0.4369,-0.3,-0.3,0.5755,0.3123,0.5582,0.506,0.515,0.5514,0.4723,0.4634,0.4751,0.4176,0.4359,0.3757,0.3903,0.4311,0.4041,0.3369,0.3318,0.5007,0.3835,0.5455,0.2280678225004112,-43.714866344907534,-3.400935669905865
0.4745,0.9439,0.916,0.7906,0.7434,0.1673,0.1773,0.1687,0.3975,0.3541,0.1639,0.1592,0.2199,0.1716,0.2537,0.204,0.2341,0.2262,0.2176,0.1539,0.1098,0.1251,0.3355,0.2588727310273626,-43.44689603043105,-3.5676667079792033
0.5745,0.626,-0.3,0.6331,0.7472,0.5885,0.5946,0.6053,0.5619,0.5253,0.5123,0.5307,0.4477,0.4839,0.4324,0.4002,0.4172,0.4002,0.4572,0.3342,0.2025,0.4459,0.611,0.20468243000841618,-44.13180983850348,-3.5246086053973014
0.3591,0.5415,-0.3,0.8127,0.5458,0.202,0.233,0.3047,0.6225,0.4443,0.1817,0.2007,0.1838,0.193,0.1616,0.1848,0.1944,0.1637,0.1967,0.1686,0.183,0.3693,0.6082,0.22718654729698953,-43.45341727520506,-3.5432598244109688
0.5185,0.5548,0.4876,0.6136,-0.3,0.1401,0.5371,0.5661,0.5709,0.5218,0.5388,0.5273,0.559,0.5622,0.5292,0.4542,0.5377,0.4417,0.5064,0.4012,0.1818,0.5636,0.573,0.20211432701758367,-43.62543641907708,-3.5353922716224067
0.5588,0.3606,-0.3,0.6647,0.3061,0.5345,0.5733,0.6308,0.6134,0.5763,0.5032,0.5128,0.5353,0.5602,0.4679,0.505,0.493,0.4674,0.5315,0.44,0.3867,0.7265,0.6952,0.20033414961502766,-43.613292939551314,-3.5299475445577717
0.2298,0.6564,0.5532,0.6385,-0.3,0.5483,0.5192,0.6169,0.5437,0.5759,0.6305,0.5826,0.5283,0.5627,0.5862,0.5076,0.5939,0.5206,0.6245,0.479,0.1294,0.1905,0.4073,0.22075575149513502,-43.5881645826971,-2.9574069722291134
0.512,0.8199,0.4381,0.5504,0.2922,0.2882,0.6066,0.4863,-0.3,0.4899,0.4565,0.4132,0.3699,0.3537,0.3287,0.3104,0.2639,0.2686,0.2429,0.2824,0.5063,0.5063,0.531,0.2042061341326242,-44.484667974120114,-3.5503832141284017
0.5791,0.6353,0.5839,0.577,-0.3,0.5517,0.5101,0.4259,0.5614,0.4963,0.4798,0.4983,0.4029,0.49,0.3639,0.3892,0.4752,0.3827,0.369,0.3491,0.1337,0.2116,0.6349,0.20166011782831436,-43.84804176869382,-3.3511752099224115
0.499,-0.3,0.5748,0.4214,0.531,0.4896,0.4478,0.4937,-0.3,0.4555,0.4481,0.4481,0.4425,0.4297,0.4461,0.4115,0.4067,0.3926,0.4501,0.375,0.4869,0.5221,0.3757,0.22291895131135653,-43.21019006456271,-3.5905646456247293
0.4201,0.5034,-0.3,0.6319,-0.3,0.5903,0.5137,0.5357,0.568,0.5316,0.4568,0.4704,0.3973,0.3274,0.3551,0.4486,0.4498,0.4089,0.4074,0.329,0.1159,0.4549,0.1866,0.24229936086725412,-43.531880480666025,-2.7570969245285744
0.1118,0.5363,0.5183,0.6068,0.6194,-0.3,0.5445,0.4512,0.5273,0.6019,0.5282,0.4382,0.5121,0.6645,0.5137,0.6626,0.6493,0.4513,0.5478,0.5626,0.2404,0.2134,0.2458,0.22246504037651246,-43.606280712660926,-2.5819056941539515
0.0977,0.7006,0.4968,0.5672,0.4437,0.5877,0.3243,0.367,0.5462,0.5799,0.496,0.5484,0.5035,0.4139,0.4077,0.3859,-0.3,0.3672,0.5411,0.4283,0.4333,0.556,0.5115,0.20008382304689024,-43.67198624415389,-2.297068004910824
0.4338,-0.3,0.6632,0.725,0.7166,0.5262,0.4511,0.5294,0.4742,0.5007,0.4487,0.4314,0.3909,0.5394,0.4023,0.4041,0.4725,0.3879,0.5401,0.4184,0.2196,0.1192,0.457,0.20840779660030587,-43.5048790221624,-3.4435000317708013
0.4631,0.6506,-0.3,0.438,0.5756,0.5714,0.5627,0.497,0.4215,0.4825,0.3192,0.2784,0.2878,0.2694,0.2801,0.2626,0.2797,0.2723,0.3129,0.4102,0.5984,0.6461,0.7157,0.21143162389062728,-43.79451646352954,-7.773841673288209
0.3402,0.679,0.5535,-0.3,0.7132,0.5432,0.5941,0.6998,0.5576,0.4635,0.4437,0.4321,0.3749,0.3502,0.3069,0.2916,0.3104,0.3055,0.2938,0.2981,0.2544,0.2777,0.2902,0.21133896185611156,-41.95144967375155,-3.066307598392592
0.4926,-0.3,0.6073,0.5991,0.6614,0.637,0.5407,0.2107,0.4421,0.5475,0.4477,0.3399,0.3724,0.3614,0.3102,0.3119,0.3559,0.3211,0.3495,0.3836,0.2623,0.3129,0.1901,0.2002142099887591,-42.03164615170483,-2.9212528703351506
0.4527,0.4206,0.8764,0.6822,0.6785,-0.3,0.6385,0.6261,0.6053,0.5626,0.5965,0.5697,0.5418,0.4704,0.4215,0.3711,0.3988,0.3374,0.3587,0.3402,0.3347,0.193,0.3779,0.2261076362311882,-42.50624885151444,-3.143132887407628
-0.3,-0.3,0.2308,0.4723,0.3844,0.3974,0.4864,0.4727,0.5232,0.5374,-0.3,0.6455,-0.3,0.418,-0.3,0.2147,0.3136,0.3293,-0.3,-0.3,0.275,0.0496,0.2872,0.34147761869725257,-42.40807217613784,-2.730226370341001
0.4062,0.6511,0.6913,0.7076,0.761,0.768,0.6843,0.7577,0.6201,0.5192,0.5105,0.383,0.3633,0.2813,0.3458,0.2638,0.281,0.2378,0.2543,0.2907,0.1857,0.2451,0.4924,0.20037225001749892,-41.96300866001478,-3.1720422846995247
-0.3,-0.3,0.4194,0.6099,0.4504,0.527,0.4594,0.6012,0.4628,0.5422,0.4963,0.5562,0.5061,0.4462,0.4453,0.3889,0.4704,0.511,0.4664,0.4009,0.2398,0.2398,0.6285,0.24173075882652137,-42.89303096216398,-3.053941736420226
0.6617,0.8827,0.4909,0.5615,0.5212,0.4193,0.5624,-0.3,0.4733,0.5292,0.4898,0.4175,0.4146,0.4564,0.3805,0.4213,0.3309,0.4086,0.3254,0.3538,0.3324,0.247,0.3972,0.2053777546251338,-42.16704356517348,-2.9525075520544037
0.2841,0.5144,0.4789,0.5356,0.3146,0.4622,0.4569,-0.3,-0.3,0.5404,0.519,-0.3,-0.3,0.4296,-0.3,0.4568,0.3541,0.4812,0.4194,0.3864,0.4617,0.2744,0.4386,0.317681913837484,-42.702472472881816,-2.6223505947845345
0.4864,0.6819,0.563,0.6556,0.7019,0.633,0.4627,-0.3,0.5009,0.4831,0.4469,0.3993,0.3508,0.3678,0.379,0.3092,0.3527,0.3262,0.3249,0.3311,0.1973,0.2612,0.2938,0.20663156706062324,-42.024446227952865,-2.942375291598239
0.4307,0.4201,0.379,0.8715,0.7149,0.7439,0.5326,0.3006,0.2005,0.2286,0.1761,0.2018,0.1795,0.1533,0.2437,0.1751,0.1684,0.2453,0.1258,0.1994,0.2471,0.2471,0.1974,0.20771899772483565,-42.67338537360719,-3.5372833469904332
0.4498,0.7773,0.6797,0.7919,0.7055,0.6478,0.7573,0.7387,0.695,0.5692,0.564,0.3995,0.3514,0.3122,0.2952,0.2811,0.1899,0.1678,0.1671,0.136,0.196,0.0988,0.3023,0.2398186421167449,-42.21818008945806,-3.2952967337726538
-0.3,-0.3,0.4324,-0.3,0.4011,0.5843,-0.3,-0.3,-0.3,0.4484,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.185,-0.3,0.30577470464379486,-42.41493960254263,-2.7340371519923186
0.4153,0.7914,0.5753,0.3604,0.4361,0.3067,0.3694,0.5567,0.5446,0.451,0.4011,0.3063,0.2549,0.1987,0.1874,0.1843,0.1958,0.1824,0.4084,0.1689,0.3165,0.8131,0.9079,0.21150592428559806,-45.28219907515252,-6.913582771990184
0.2925,0.1805,0.196,0.2616,0.1903,0.4178,0.849,0.8277,0.8184,0.3878,0.1893,0.1723,0.1694,0.1793,0.1529,0.1447,0.1407,0.1659,0.3937,0.8426,0.6961,0.6961,0.5481,0.26633589850044537,-45.935102061540185,-12.3247826594738
0.2101,0.1336,0.3204,0.7582,0.669,0.7555,0.7128,0.5536,0.5203,0.453,0.3776,0.2625,0.2469,0.319,0.3,0.2269,0.1985,0.1608,0.1419,0.311,0.5399,0.8399,0.8941,0.2408733752927068,-45.93770694493646,-12.281371737244266
0.9607,0.7432,0.235,0.1525,0.157,0.5118,0.7573,0.7639,0.6015,0.5059,0.3755,0.2473,0.1965,0.4588,0.3285,0.5201,0.4853,0.2122,0.2243,0.2995,0.3414,0.6404,0.7809,0.23440758209890425,-45.95042136924137,-12.326899839513944
0.3034,0.2021,0.1723,0.6187,0.5532,0.6557,0.6265,0.5857,0.4934,0.3109,0.241,0.18,0.1885,0.1718,0.171,0.1741,0.1496,0.1693,0.3558,0.4693,0.8782,0.5396,0.6986,0.22051075547608195,-45.92648428591024,-12.266761693427176
0.6029,0.1835,0.165,0.3701,0.437,0.717,0.8081,0.6858,0.5693,0.503,0.4191,0.1909,0.1887,0.177,0.1799,0.218,0.2184,0.9524,0.8258,0.7435,0.2063,0.2063,0.1797,0.2612470100817995,-45.58624590002225,-12.394117750859715
0.9562,0.9633,0.2212,0.1759,0.2147,0.7462,0.7527,0.6917,0.669,0.642,0.6331,0.3781,0.1958,0.1926,0.2016,0.1652,0.2157,0.2031,0.1823,0.3452,0.6731,0.9437,0.8747,0.29967552670237824,-45.73137390781911,-11.92716718164819
0.6551,0.2122,0.2214,0.3357,0.2994,0.4997,0.7672,0.7925,0.7237,0.6926,0.648,0.4169,0.3306,0.2595,0.2598,0.1754,0.1847,0.1901,0.2945,0.4829,0.1766,0.1766,0.1793,0.21814290960711447,-45.633929439898615,-12.020726140002774
0.9864,0.8203,0.2198,0.1438,0.1644,0.7058,0.7577,0.6471,0.6239,0.6109,0.5474,0.4044,0.2294,0.1762,0.1821,0.1602,0.1795,0.1337,0.1791,0.1938,0.2095,0.2095,0.1482,0.26884007559338935,-45.79323430478782,-11.788646685791775
0.2458,0.2229,0.1572,0.2607,0.232,0.7629,0.8684,0.7907,0.3846,0.1787,0.2155,0.5674,0.5148,0.4677,0.412,0.2161,0.1661,0.2756,0.4826,0.7791,0.9439,0.7841,0.8502,0.268567382554792,-45.58935077210638,-11.731627760086365
0.4104,0.4872,0.1314,0.1518,0.1951,0.3762,0.6929,0.8278,0.7693,0.2169,0.1562,0.1443,0.4397,0.5906,0.7262,0.622,0.6658,0.1532,0.1079,0.0686,0.2165,0.5027,0.3856,0.24412526113151345,-45.58767157267566,-12.228632378303216
0.404,0.1538,0.2448,0.4936,0.4745,0.6799,0.5361,0.4384,0.3804,0.2527,0.2426,0.2168,0.2138,0.2302,0.1991,0.2172,0.1848,0.1937,0.3806,0.9445,0.9359,0.8639,0.9067,0.2649957076988498,-45.952452535782896,-12.278065715092454
0.6247,0.3294,0.2343,0.2587,0.2174,0.4127,0.6817,0.5092,0.5508,0.3972,0.2601,0.2329,0.1882,0.1648,0.1805,0.2721,0.1702,0.2491,0.3348,0.666,0.5884,0.7824,0.8868,0.21657687997732228,-45.9529593424018,-12.265585903968473
0.2307,0.2937,0.168,0.2368,0.3276,0.7483,0.7788,0.3981,0.1506,0.3241,0.7037,0.7054,0.5947,0.5727,0.3438,0.188,0.1622,0.3806,0.4819,0.8286,0.9338,0.7973,0.9028,0.2628157429513746,-45.60175932786541,-11.740825873557846
0.6743,0.2455,0.1707,0.1583,0.1229,0.3753,0.6068,0.6343,0.6212,0.5293,0.46,0.2738,0.1884,0.187,0.2068,0.1124,0.1142,0.3044,0.7164,0.8278,0.8433,0.8433,0.6684,0.26104207640182053,-45.76032640876166,-11.737192514066324
0.9123,0.889,0.738,0.164,0.1793,0.3133,0.8588,0.9054,0.8192,0.741,0.288,0.1368,0.1321,0.112,0.1078,0.1226,0.1208,0.164,0.599,0.8161,0.8548,0.8548,0.8581,0.34281621466256973,-45.58734533375389,-11.629082551661892
0.6949,0.2639,0.2056,0.2299,0.152,0.4375,0.8407,0.9639,0.8494,0.7498,0.3774,0.1744,0.1664,0.1788,0.1681,0.1635,0.1451,0.1712,0.1943,0.4031,0.8829,0.7705,0.9511,0.3113108446806989,-45.908416872638426,-11.857205866178946
0.1926,0.1754,0.2265,0.2533,0.1783,0.5735,0.8963,0.9039,0.8925,0.6612,0.2076,0.1444,0.1364,0.142,0.1288,0.1333,0.2048,0.4389,0.642,0.5755,0.6045,0.8295,0.8512,0.2977167459020635,-45.93504827137598,-12.30959215314084
0.1168,0.1758,0.2051,0.562,0.5019,0.6689,0.7068,0.7123,0.6436,0.5476,0.3667,0.2609,0.2102,0.0846,0.0804,0.0916,0.0483,0.0994,0.1014,0.0984,0.3469,0.5166,0.5962,0.23932672079928213,-45.7802716961868,-11.732255657158825
0.5207,0.351,0.1955,0.1131,0.1254,0.2756,0.6345,0.8909,0.8832,0.7545,0.2363,0.1846,0.1786,0.1387,0.1394,0.1351,0.1501,0.1263,0.1825,0.2368,0.9288,0.7347,0.9482,0.31030505359175986,-45.59148584830308,-12.207464041029013
0.9113,0.5122,0.4537,0.2135,0.2166,0.8082,0.793,0.6587,0.5756,0.4952,0.3837,0.1932,0.1616,0.1609,0.1955,0.1471,0.2778,0.3175,0.5044,0.7354,0.9115,0.93,0.8952,0.2819137690182147,-45.811833710784256,-11.651868217443381
0.2325,0.1641,0.1561,0.7182,0.8051,0.7356,0.644,0.5366,0.2885,0.2214,0.1967,0.1873,0.1534,0.1521,0.1516,0.1599,0.1552,0.1677,0.1548,0.3222,0.6232,0.9179,0.9088,0.27962494644065067,-45.2295360311057,-12.396823877527751
0.9614,0.6725,0.4744,0.1589,0.1495,0.3853,0.7659,0.7687,0.7492,0.6933,0.6251,0.4836,0.2287,0.2006,0.202,0.1705,0.1879,0.5511,0.7521,0.9101,0.9876,0.6883,0.8957,0.2874147236994123,-45.779250382846364,-11.858133469602132
0.2834,0.1625,0.1895,0.1635,0.7416,0.6912,0.631,0.5969,0.5767,0.4249,0.2437,0.1636,0.1682,0.159,0.1642,0.1721,0.1533,0.1475,0.2405,0.327,0.5433,0.9247,0.9392,0.26377010239410387,-45.20553476846611,-12.409865125841767
0.3856,0.437,0.1462,0.2234,0.2173,0.5391,0.7973,0.7624,0.4211,0.1829,0.1459,0.2176,0.4944,0.6003,0.7524,0.6829,0.6339,0.3424,0.3151,0.2427,0.2143,0.2143,0.1637,0.21870864776843105,-45.58985397030114,-12.217776343004086
0.2216,0.19,0.1649,0.6403,0.6321,0.6834,0.6181,0.6112,0.5711,0.4548,0.3543,0.1877,0.1912,0.1892,0.1823,0.1758,0.147,0.2448,0.2957,0.5924,0.9381,0.917,0.9133,0.2696999945042141,-45.73793249408853,-12.309110393365641
0.5017,0.2063,0.1981,0.2507,0.1343,0.6477,0.7368,0.5643,0.4374,0.3317,0.2497,0.2407,0.2399,0.2216,0.2227,0.2154,0.2256,0.6641,0.7287,0.9339,0.923,0.923,0.663,0.2697409152202786,-45.80133656384604,-11.781570677586664
0.2771,0.1727,0.1861,0.3477,0.2623,0.4222,0.7628,0.9313,0.9288,0.8389,0.8048,0.527,0.4255,0.2735,0.2545,0.2348,0.231,0.6322,0.5388,0.705,0.8428,0.8428,0.7885,0.2700479003038128,-45.60966423097345,-11.953500774287278
0.3966,0.8077,0.8045,0.9042,0.8906,0.8868,0.8095,0.6978,0.5141,0.3868,0.2918,0.1941,0.1112,0.1515,0.0988,0.0951,0.085,0.106,0.0988,0.1439,0.5179,0.8798,0.919,0.33436227559919723,-45.79099892856435,-11.777259066526891
0.2328,0.2843,0.1747,0.2277,0.2508,0.6521,0.7243,0.4103,0.1351,0.3265,0.4118,0.5263,0.4955,0.5249,0.2919,0.2002,0.1731,0.3593,0.4534,0.8291,0.9576,0.8202,0.9146,0.25344080691296667,-45.600359306299154,-11.72997710083224
0.6854,0.139,0.1341,0.8262,0.7479,0.9107,0.7547,0.7488,0.5585,0.2827,0.2004,0.2029,0.1962,0.1586,0.1742,0.1475,0.1519,0.1561,0.1628,0.291,0.8022,0.9291,0.9544,0.31962624183005245,-45.619251988277504,-11.806983577958205
0.1319,0.1741,0.1364,0.2034,0.151,0.5314,0.628,0.5823,0.5028,0.3187,0.0887,0.1663,0.1605,0.1123,0.2227,0.3589,0.6065,0.8874,0.6762,0.7775,0.7585,0.6151,0.4107,0.2532860865900041,-45.41748606929918,-12.396599933767385
0.7303,0.1839,0.1579,0.237,0.1417,0.6767,0.778,0.739,0.6925,0.5987,0.5166,0.4458,0.3684,0.2559,0.2472,0.2549,0.2057,0.2054,0.2467,0.5341,0.9446,0.9158,0.9229,0.2747980909513635,-45.72100763945921,-12.27388965960852
0.9417,0.4653,0.2047,0.1944,0.1899,0.7944,0.7545,0.7229,0.7229,0.6748,0.6479,0.4022,0.1897,0.1815,0.1943,0.1904,0.1604,0.2052,0.3312,0.5932,0.8578,0.8578,0.9396,0.2908685409979781,-45.74075820535616,-11.933653415138078
0.3506,0.148,0.3446,0.7799,0.715,0.8116,0.5808,0.5578,0.3397,0.2334,0.2484,0.2139,0.2054,0.1901,0.2106,0.1799,0.1879,0.1643,0.2048,0.2887,0.6385,0.9038,0.948,0.26579427562782787,-45.924831244795826,-12.227705201532444
0.1574,0.2346,0.1035,0.1207,0.1625,0.547,0.897,0.7199,0.3626,0.1176,0.1161,0.0912,0.0757,0.0683,0.0847,0.0783,0.0814,0.2781,0.3145,0.8167,0.9759,0.9746,0.9334,0.34139067191352085,-45.60329595903981,-11.751131750861068
0.9485,0.3272,0.1935,0.1415,0.1398,0.6021,0.6414,0.6244,0.5727,0.5455,0.479,0.366,0.3036,0.2469,0.2623,0.2973,0.2141,0.183,0.2772,0.5245,0.9191,0.9895,0.9183,0.2739572863478593,-45.40869630940088,-12.334759616675775
0.8483,0.7141,0.284,0.1514,0.1223,0.4471,0.6626,0.6576,0.5692,0.5473,0.4957,0.221,0.184,0.211,0.1773,0.1569,0.1662,0.1487,0.1336,0.1606,0.1796,0.555,0.6713,0.23749992078217946,-45.19792735459684,-12.387082231528991
0.1583,0.1947,0.2583,0.8377,0.8231,0.8912,0.731,0.2142,0.1451,0.1482,0.2227,0.5816,0.83,0.7745,0.579,0.1831,0.1969,0.6991,0.8173,0.9859,0.8649,0.9201,0.878,0.318403567968171,-45.460258417533616,-12.393275365352943
0.5322,0.4775,0.1828,0.4163,0.4256,0.9934,0.9081,0.8639,0.4741,0.1234,0.1287,0.1765,0.3227,0.6475,0.9208,0.7864,0.587,0.1372,0.1774,0.3437,0.6826,0.8519,0.931,0.29770911314138643,-45.45590120599617,-12.426922141049705
0.2649,0.4772,0.8836,0.8734,0.8011,0.7838,0.8075,0.7086,0.5698,0.2676,0.2377,0.1123,0.1076,0.1643,0.1263,0.0897,0.09,0.1076,0.135,0.216,0.6574,0.9741,0.9461,0.33278169315099454,-45.77915338291536,-11.775121446090978
0.2404,0.2533,0.2188,0.7859,0.7101,0.6786,0.622,0.5306,0.2799,0.1973,0.2268,0.1547,0.1899,0.185,0.1804,0.162,0.152,0.5679,0.5955,0.8162,0.9227,0.5957,0.3097,0.2544566599219917,-45.644692433102506,-11.793362531706524
0.7599,0.2241,0.1277,0.1512,0.1364,0.5281,0.7561,0.6965,0.2483,0.1314,0.1055,0.1123,0.118,0.0976,0.1125,0.089,0.1187,0.1687,0.7585,0.9147,0.9431,0.9851,0.8835,0.344385548660919,-45.43020328655676,-12.325502749967347
0.5127,0.3214,0.1863,0.4103,0.3993,0.6783,0.6923,0.6587,0.6502,0.4919,0.4551,0.2149,0.2086,0.2174,0.2126,0.1929,0.17,0.1567,0.1519,0.4157,0.4592,0.828,0.906,0.2297025709623629,-45.93362103977401,-12.296033901754475
0.9484,0.213,0.1878,0.1587,0.2078,0.7974,0.7793,0.7402,0.5848,0.5393,0.5155,0.3916,0.25,0.2281,0.1493,0.1164,0.1317,0.4964,0.7225,0.8646,0.9526,0.9526,0.9246,0.3116586163136352,-45.8979017686353,-11.842048082875962
0.1288,0.1272,0.1741,0.6913,0.6464,0.6097,0.4941,0.3241,0.2345,0.2082,0.0933,0.1293,0.1169,0.1092,0.1212,0.1122,0.1424,0.3736,0.6129,0.7686,0.8585,0.4805,0.2437,0.24901578398153149,-45.441657310733675,-12.327654760682018
0.9007,0.434,0.2197,0.1621,0.14,0.4783,0.7729,0.7726,0.7355,0.7308,0.6859,0.508,0.2717,0.1915,0.1997,0.1926,0.1971,0.1804,0.1671,0.3164,0.8659,0.8659,0.8905,0.29027931267589313,-45.75083019870397,-11.939594910130033
0.9208,0.2049,0.1969,0.2037,0.1111,0.6735,0.732,0.5623,0.4301,0.3392,0.2575,0.1965,0.2183,0.2061,0.3389,0.7646,0.7835,0.8709,0.5121,0.4107,0.4854,0.4854,0.2347,0.24703485480022044,-45.78515379008642,-11.755030063194473
0.4357,0.2135,0.2016,0.3115,0.364,0.7112,0.7337,0.7055,0.6743,0.6132,0.5766,0.2379,0.194,0.191,0.2294,0.1768,0.1877,0.1682,0.5246,0.8207,0.965,0.7368,0.8771,0.266501534600955,-45.58004143025022,-12.270968880092173
